title,genre,publisher,avg_ratings,na_sales,pal_sales,jp_sales,other_sales,total_sales,release_date,release_year
""NBA 2K2"",Sports,""Sega"",9.2,0.83,0.52,0.01,0.16,1.54,2001-10-24,2001
""Plants vs. Zombies: Garden Warfare 2"",Shooter,""Electronic Arts"",NULL,0.7,0.67,NULL,0.18,1.54,2016-02-23,2016
""Tak 2: The Staff of Dreams"",Platform,""THQ"",NULL,0.99,0.46,NULL,0.1,1.54,2004-10-11,2004
""Disney Sing It! High School Musical 3: Senior Year"",Misc,""Disney Interactive Studios"",NULL,0.58,0.51,NULL,0.45,1.54,2009-02-17,2009
""Over the Hedge"",Platform,""Activision"",6.7,1.22,0.19,NULL,0.1,1.54,2006-05-05,2006
""Tiger Woods 99 PGA Tour Golf"",Sports,""EA Sports"",NULL,0.85,0.58,NULL,0.1,1.53,1998-10-31,1998
""NFL GameDay 99"",Sports,""989 Studios"",NULL,1.44,0.05,NULL,0.04,1.53,1998-07-31,1998
""NBA 2K3"",Sports,""Sega"",NULL,0.87,0.5,NULL,0.14,1.53,2002-10-07,2002
""MLB 07: The Show"",Sports,""Sony Computer Entertainment"",8.1,1.32,0.03,NULL,0.18,1.53,2007-02-26,2007
""The Godfather II"",Adventure,""Electronic Arts"",6.3,0.88,0.44,0.02,0.18,1.53,2009-04-07,2009
""Super Monkey Ball 2"",Puzzle,""Sega"",NULL,1.11,0.31,0.06,0.04,1.52,2002-08-25,2002
""Knockout Kings"",Fighting,""EA Sports"",NULL,1.07,0.39,NULL,0.06,1.52,1998-10-31,1998
""Sonic Rivals 2"",Racing,""Sega"",6.4,0.44,0.7,NULL,0.37,1.52,2007-11-13,2007
""NASCAR 98"",Racing,""EA Sports"",NULL,1.43,0.05,NULL,0.04,1.52,1997-01-01,1997
""Forza Motorsport 7"",Racing,""Microsoft Studios"",8.5,0.58,0.81,0.01,0.12,1.52,2017-10-03,2017
""Disney Fairies: Tinker Bell"",Adventure,""Disney Interactive Studios"",NULL,0.85,0.51,0.01,0.15,1.52,2008-10-28,2008
""Xevious"",Shooter,""Namco"",NULL,0.18,0.06,1.27,0.01,1.52,1990-01-01,1990
""The Simpsons Skateboarding"",Sports,""Electronic Arts"",NULL,0.36,0.9,NULL,0.27,1.52,2002-11-11,2002
""Cabela's Dangerous Hunts"",Sports,""Activision"",NULL,0.83,0.53,NULL,0.16,1.52,2003-11-11,2003
""Call of Duty: Modern Warfare: Reflex Edition"",Shooter,""Activision"",7.2,0.94,0.43,NULL,0.14,1.51,2009-11-10,2009
""Pac-Man World 2"",Action,""Namco"",NULL,1.26,0.05,NULL,0.21,1.51,2002-02-24,2002
""NBA Live 98"",Sports,""EA Sports"",NULL,1.41,0.06,NULL,0.04,1.51,1997-10-31,1997
""Simpsons Wrestling"",Fighting,""Activision"",NULL,0.23,1.16,NULL,0.11,1.51,2001-04-12,2001
""Call of Juarez: Bound in Blood"",Shooter,""Ubisoft"",7.6,0.65,0.65,0.01,0.21,1.51,2009-06-30,2009
""NASCAR 2001"",Racing,""EA Sports"",NULL,0.79,0.58,NULL,0.14,1.51,2000-09-19,2000
""Kane & Lynch: Dead Men"",Shooter,""Eidos Interactive"",6.8,0.65,0.63,0.02,0.21,1.51,2007-11-13,2007
""Indiana Jones and the Staff of Kings"",Action,""LucasArts"",6.6,0.74,0.47,NULL,0.3,1.51,2009-06-09,2009
""Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki"",Platform,""Hudson Soft"",NULL,NULL,NULL,1.5,0,1.5,1986-03-05,1986
""Pac-Man World"",Action,""Namco"",NULL,1.21,0.14,0.1,0.04,1.5,1999-09-30,1999
""Tokyo Xtreme Racer Zero"",Racing,""Crave Entertainment"",NULL,0.66,0.52,0.15,0.17,1.5,2001-05-28,2001
""Football Manager 2012"",Sports,""Sega"",8.5,0.02,1.16,NULL,0.32,1.5,2011-10-21,2011
""WWF No Mercy"",Fighting,""THQ"",9.1,1.2,0.27,0.02,0.02,1.5,2000-11-17,2000
""Gauntlet: Dark Legacy"",Action,""Midway Games"",3.1,0.83,0.52,NULL,0.16,1.5,2001-05-01,2001
""F1 2012"",Racing,""Codemasters"",8.4,0.22,0.99,0.05,0.23,1.5,2012-09-18,2012
""The Lord of the Rings: Conquest"",Action,""Electronic Arts"",5.8,0.84,0.49,NULL,0.18,1.5,2009-01-13,2009
""Split/Second"",Racing,""Disney Interactive Studios"",8.4,0.72,0.59,0.01,0.2,1.5,2010-05-18,2010
""Test Drive Unlimited 2"",Racing,""Atari"",6.8,0.51,0.78,0.01,0.2,1.5,2011-02-08,2011
""Buzz! The BIG Quiz"",Misc,""Sony Computer Entertainment"",NULL,NULL,1.1,NULL,0.39,1.49,2006-03-17,2006
""Bratz: Forever Diamondz"",Adventure,""THQ"",NULL,0.44,0.88,NULL,0.18,1.49,2006-09-18,2006
""Darksiders"",Action,""THQ"",7.9,0.76,0.48,0.03,0.21,1.49,2010-01-05,2010
""Prey (2017)"",Shooter,""Bethesda Softworks"",NULL,0.46,0.82,0.02,0.2,1.49,2017-05-05,2017
""Steep"",Sports,""Ubisoft"",NULL,0.47,0.8,0.02,0.19,1.49,2016-12-02,2016
""PlayStation All-Stars Battle Royale"",Fighting,""Sony Computer Entertainment"",NULL,0.71,0.44,0.05,0.28,1.49,2012-11-20,2012
""Just Dance 2019"",Music,""Ubisoft"",NULL,0.88,0.46,NULL,0.16,1.49,2018-10-23,2018
""Hannah Montana: The Movie"",Adventure,""Disney Interactive Studios"",NULL,0.79,0.54,NULL,0.16,1.49,2009-04-07,2009
""Trivial Pursuit"",Misc,""Electronic Arts"",7.3,0.53,0.63,NULL,0.32,1.49,2009-03-10,2009
""Ben 10 Ultimate Alien: Cosmic Destruction"",Platform,""D3 Publisher"",NULL,0.84,0.47,NULL,0.2,1.49,2010-10-05,2010
""Assassin's Creed III: Liberation"",Adventure,""Ubisoft"",NULL,0.53,0.57,0.06,0.32,1.48,2012-10-30,2012
""LEGO Battles: Ninjago"",Strategy,""Warner Bros. Interactive"",5,1.03,0.33,NULL,0.12,1.48,2011-04-12,2011
""Drawn To Life: SpongeBob SquarePants Edition"",Adventure,""THQ"",NULL,0.99,0.35,NULL,0.14,1.48,2008-09-15,2008
""Xenoblade Chronicles"",Role-Playing,""Nintendo"",9,0.67,0.4,0.29,0.11,1.48,2012-04-06,2012
""Cars: Mater-National Championship"",Racing,""THQ"",NULL,1.25,0.1,NULL,0.12,1.48,2007-10-29,2007
""LEGO The Incredibles"",Action,""Warner Bros. Interactive Entertainment"",6.5,0.72,0.58,0.01,0.18,1.48,2018-06-15,2018
""Dying Light"",Action,""Warner Bros. Interactive Entertainment"",NULL,1.01,0.31,0.01,0.14,1.47,2015-01-27,2015
""Disney Princess"",Platform,""THQ"",NULL,1.04,0.37,NULL,0.06,1.47,2003-04-04,2003
""Minecraft"",Misc,""Mojang"",7.8,0.5,0.49,0.38,0.09,1.47,2010-05-10,2010
""Super Scribblenauts"",Puzzle,""Warner Bros. Interactive"",7.9,1.06,0.3,NULL,0.11,1.47,2010-10-12,2010
""Imagine: Master Chef"",Simulation,""Ubisoft"",NULL,0.39,0.91,NULL,0.17,1.47,2007-10-23,2007
""Manhunt"",Action,""Rockstar Games"",7.8,0.77,0.53,NULL,0.17,1.47,2003-11-18,2003
""Monster High: Ghoul Spirit"",Adventure,""THQ"",NULL,1.11,0.24,NULL,0.11,1.47,2011-10-25,2011
""NBA 2K6"",Action,""2K Sports"",8,0.91,0.43,NULL,0.14,1.47,2005-09-26,2005
""Dragon Ball: Raging Blast 2"",Fighting,""Namco Bandai"",6,0.92,0.28,0.12,0.15,1.47,2010-11-02,2010
""Monsters vs. Aliens"",Platform,""Activision"",6.5,0.92,0.32,NULL,0.22,1.47,2009-03-24,2009
""Farming Simulator 2015"",Simulation,""Focus Home Interactive"",NULL,0.63,0.65,NULL,0.2,1.47,2014-09-30,2014
""Spider-Man: Friend or Foe"",Action,""Activision"",5.5,1.3,0.02,NULL,0.13,1.46,2007-10-02,2007
""WCW vs the World"",Fighting,""THQ"",NULL,1.17,0.2,0.04,0.05,1.46,1997-02-28,1997
""The SpongeBob SquarePants Movie"",Action,""THQ"",NULL,1.02,0.38,NULL,0.06,1.46,2004-10-27,2004
""Triple Play 99"",Sports,""EA Sports"",NULL,0.81,0.55,NULL,0.1,1.46,1998-02-28,1998
""Super Monkey Ball"",Puzzle,""Sega"",7.4,0.95,0.37,0.1,0.04,1.46,2001-11-17,2001
""Donkey Kong"",Platform,""Coleco"",NULL,1.36,0.08,NULL,0.02,1.46,1981-07-09,1981
""Street Fighter V"",Fighting,""Capcom"",NULL,0.64,0.48,0.12,0.22,1.46,2016-02-16,2016
""NHL 99"",Sports,""EA Sports"",NULL,0.97,0.41,NULL,0.07,1.46,1998-09-30,1998
""WWE 2K19"",Fighting,""2K Sports"",NULL,0.66,0.6,NULL,0.2,1.46,2018-10-09,2018
""Beijing 2008"",Sports,""Sega"",NULL,0.29,0.93,0.01,0.23,1.46,2008-07-08,2008
""X-Men Origins: Wolverine - Uncaged Edition"",Action,""Activision"",7,0.75,0.52,NULL,0.18,1.46,2009-05-01,2009
""Area 51"",Shooter,""Midway Games"",7.7,0.84,0.5,NULL,0.12,1.46,1996-09-27,1996
""Tony Hawk's American Wasteland (Weekly american sales)"",Sports,""Activision"",NULL,1.38,0.05,NULL,0.02,1.45,2005-10-18,2005
""Game de Hakken!! Tamagotchi 2"",Simulation,""Bandai"",NULL,NULL,NULL,1.44,0.01,1.45,1997-10-17,1997
""The House of the Dead 2 & 3 Return"",Shooter,""Sega"",6.5,0.77,0.5,0.03,0.15,1.45,2008-03-11,2008
""Tamagotchi"",Simulation,""Bandai"",NULL,NULL,NULL,1.44,0.01,1.45,1997-06-26,1997
""Dragon Ball Z"",Fighting,""Bandai"",NULL,NULL,NULL,1.45,0,1.45,1994-01-01,1994
""Namco Museum 64"",Misc,""Namco"",NULL,1.24,0.17,0.03,0.01,1.45,1999-10-31,1999
""MLB 15: The Show"",Sports,""Sony Computer Entertainment America"",NULL,1.1,0.09,NULL,0.28,1.45,2015-03-31,2015
""MLB 08: The Show"",Sports,""Sony Computer Entertainment"",8.3,1.29,0.01,NULL,0.13,1.45,2008-03-04,2008
""IL-2 Sturmovik: Birds of Prey"",Simulation,""505 Games"",6.5,0.71,0.55,NULL,0.19,1.45,2009-09-08,2009
""SpongeBob's Truth or Square (US sales)"",Action,""THQ"",NULL,1.44,0.01,NULL,NULL,1.45,2009-10-26,2009
""The Incredible Hulk"",Action,""Sega"",5.6,1.26,0.06,NULL,0.13,1.45,2008-06-05,2008
""Sonic Rivals"",Racing,""Sega"",7,0.73,0.43,NULL,0.28,1.44,2006-11-16,2006
""Disney Princess: Magical Jewels"",Adventure,""Disney Interactive Studios"",NULL,1.12,0.2,NULL,0.12,1.44,2007-10-16,2007
""SingStar Pop"",Misc,""Sony Computer Entertainment"",NULL,0.04,1.08,NULL,0.32,1.44,2007-04-03,2007
""Colin McRae Rally 3"",Racing,""Codemasters"",NULL,0.06,1.06,0.02,0.3,1.44,2003-02-18,2003
""GoldenEye 007"",Shooter,""Activision"",6.8,0.84,0.6,0,NULL,1.44,2010-11-02,2010
""The Evil Within 2"",Action,""Bethesda Softworks"",NULL,0.56,0.59,0.09,0.19,1.44,2017-10-13,2017
""Mercenaries: Playground of Destruction"",Action,""LucasArts"",NULL,1.18,0.13,NULL,0.13,1.44,2005-01-10,2005
""Lemony Snicket's A Series of Unfortunate Events"",Platform,""Activision"",NULL,0.9,0.43,NULL,0.1,1.44,2004-11-10,2004
""Phineas and Ferb: Across the 2nd Dimension"",Action,""Disney Interactive Studios"",6.8,0.81,0.48,NULL,0.15,1.44,2011-08-02,2011
